Index1,Index2,User1,User2,Tweet1,Tweet2
776,21612,RechazoMonita,sinvozpolitica, rechazocrece rechazocrece rechazodesalida rechazodesalida2022 rechazoelmamarracho, rechazocrece rechazoelmamarracho rechazodesalida2022
776,22322,RechazoMonita,amdv77, rechazocrece rechazocrece rechazodesalida rechazodesalida2022 rechazoelmamarracho, rechazocrece rechazoelmamarracho rechazodesalida rechazodesalida2022
776,20852,RechazoMonita,ioranaa, rechazocrece rechazocrece rechazodesalida rechazodesalida2022 rechazoelmamarracho, rechazocrece rechazodesalida2022
776,13493,RechazoMonita,LiamRx_, rechazocrece rechazocrece rechazodesalida rechazodesalida2022 rechazoelmamarracho, rechazocrece rechazodesalida2022 rechazopopular
776,22170,RechazoMonita,rvgtoco, rechazocrece rechazocrece rechazodesalida rechazodesalida2022 rechazoelmamarracho, elisaloncon rechazodesalida2022 rechazocrece rechazoelmamarracho
776,33276,RechazoMonita,CHOPERCHUMANGO, rechazocrece rechazocrece rechazodesalida rechazodesalida2022 rechazoelmamarracho,siiiii lo veo dice rechazodesalida2022 rechazoelmamarracho rechazodesalida rechazocrece
780,27217,Themys77,Daniela23567512, rechazo rechazoporchile rechazodesalida2022, rechazodesalida2022 rechazoporchile
780,7809,Themys77,jotapevaldivia, rechazo rechazoporchile rechazodesalida2022, rechazoporchile rechazodesalida
780,2030,Themys77,el_pipeno, rechazo rechazoporchile rechazodesalida2022, zuritara rechazoporchile rechazodesalida
785,1800,MariaMiral12,elizabe90438429,grave rechazocrece, rechazocrece
785,7990,MariaMiral12,TerceraDerivada,grave rechazocrece, rechazocrece rechazocrece rechazocrece
798,7615,Victorborquezs1,walterwcabeza, baradit, baradit 
802,7809,belenamparo,jotapevaldivia, meqchile rechazodesalida, rechazoporchile rechazodesalida
807,8025,taloberti,Sergio_Roto_Ch, meqchile, meqchile 
810,7617,gabdiaz_,ricsepda, criordor , criordor rechazo
810,17693,gabdiaz_,mvromero2021, criordor , criordor si
815,6208,ElBraya30736962,FelipeM33555633, rkatrileo xd, rkatrileo ya
815,830,ElBraya30736962,yfigueroa007, rkatrileo xd, rkatrileo 
830,6208,yfigueroa007,FelipeM33555633, rkatrileo , rkatrileo ya
830,835,yfigueroa007,cacciuttoloaldo, rkatrileo , rkatrileo das pena 
831,850,Humbert29310141,YamallT, rkatrileo rechazocrece, rkatrileo uds rechazocrece
831,7666,Humbert29310141,solange_azocar, rkatrileo rechazocrece, rkatrileo rechazo 
870,5057,Caro89828340,PiolaBajoPerfi1, jaime_bassa rechazoelmamarracho, jaime_bassa rechazoelmamarrachocomunista
870,11689,Caro89828340,antonio44824882, jaime_bassa rechazoelmamarracho, jaime_bassa mechitasdeclavo rechazoelmamarracho
870,3124,Caro89828340,maroespartano, jaime_bassa rechazoelmamarracho, rechazoelmamarracho
870,20731,Caro89828340,Adanjulio2012, jaime_bassa rechazoelmamarracho,siii rechazoelmamarracho
871,27687,RobertoVerInos1,mellevelchanfle, jaime_bassa de cual estas fumando, jaime_bassa de cual estas fumando 
892,7649,go1579Gonzalez,marciaperez2016, jaime_bassa holaa, jaime_bassa ahhh 
892,931,go1579Gonzalez,fernandos_cl, jaime_bassa holaa, jaime_bassa se llen 
892,27718,go1579Gonzalez,pedrolicuime, jaime_bassa holaa, jaime_bassa vamos 
892,6215,go1579Gonzalez,EAlfonsoAM, jaime_bassa holaa, jaime_bassa sdw
892,27720,go1579Gonzalez,RMahaluf, jaime_bassa holaa, jaime_bassa miserable 
892,27628,go1579Gonzalez,betty_pily, jaime_bassa holaa, jaime_bassa me est we 
892,919,go1579Gonzalez,Mauricio_dlr, jaime_bassa holaa, jaime_bassa 
892,27605,go1579Gonzalez,josfredes, jaime_bassa holaa, jaime_bassa mitmano
892,6231,go1579Gonzalez,ohsolemiooooo, jaime_bassa holaa, jaime_bassa baate
892,7639,go1579Gonzalez,liliatt, jaime_bassa holaa, jaime_bassa se lleno
892,13176,go1579Gonzalez,HPipestone, jaime_bassa holaa, jaime_bassa weon toyero
892,20733,go1579Gonzalez,domingocd, jaime_bassa holaa, jaime_bassa ya no flot 
892,30111,go1579Gonzalez,EdithMo00038132, jaime_bassa holaa, jaime_bassa bb jc3r
897,1858,JorgeVilchesPa1,me4macmango, jaime_bassa rechazo , jaime_bassa rechazodesalida
897,10440,JorgeVilchesPa1,marcelagiordan9, jaime_bassa rechazo , jaime_bassa rechazo absoluto
897,20686,JorgeVilchesPa1,krozasb, jaime_bassa rechazo , jaime_bassa rechazocrece
897,912,JorgeVilchesPa1,copitodullebery, jaime_bassa rechazo , jaime_bassa rechazo
897,29905,JorgeVilchesPa1,vivachilemialma, jaime_bassa rechazo , jaime_bassa rechazo y ya
897,1844,JorgeVilchesPa1,Marisol26866062, jaime_bassa rechazo , jaime_bassa rechazo total
897,31451,JorgeVilchesPa1,Antirojo669, jaime_bassa rechazo , jaime_bassa rechazocrece 
911,5169,mvidal_taz,lovesportx, jaime_bassa rechazodesalida2022, jaime_bassa falso falso falso rechazodesalida2022
911,1858,mvidal_taz,me4macmango, jaime_bassa rechazodesalida2022, jaime_bassa rechazodesalida
912,1858,copitodullebery,me4macmango, jaime_bassa rechazo, jaime_bassa rechazodesalida
912,42157,copitodullebery,rcabreravidal, jaime_bassa rechazo, noeclau jaime_bassa rechazo
912,20686,copitodullebery,krozasb, jaime_bassa rechazo, jaime_bassa rechazocrece
912,31451,copitodullebery,Antirojo669, jaime_bassa rechazo, jaime_bassa rechazocrece 
919,4870,Mauricio_dlr,karinwinder, jaime_bassa , jaime_bassa mentira
919,44050,Mauricio_dlr,eduardopinedaa, jaime_bassa , jaime_bassa fdr 
919,30111,Mauricio_dlr,EdithMo00038132, jaime_bassa , jaime_bassa bb jc3r
919,931,Mauricio_dlr,fernandos_cl, jaime_bassa , jaime_bassa se llen 
919,10364,Mauricio_dlr,JaimeLRojas1, jaime_bassa , jaime_bassa pas
919,10365,Mauricio_dlr,jorgons, jaime_bassa , jaime_bassa pelota
919,7609,Mauricio_dlr,venegastoro, jaime_bassa ,cc jaime_bassa
919,27718,Mauricio_dlr,pedrolicuime, jaime_bassa , jaime_bassa vamos 
919,6215,Mauricio_dlr,EAlfonsoAM, jaime_bassa , jaime_bassa sdw
919,27720,Mauricio_dlr,RMahaluf, jaime_bassa , jaime_bassa miserable 
919,6217,Mauricio_dlr,fi_ocean, jaime_bassa , jaime_bassa eii 
919,13139,Mauricio_dlr,CarmenG26147081, jaime_bassa , jaime_bassa
919,27605,Mauricio_dlr,josfredes, jaime_bassa , jaime_bassa mitmano
919,7639,Mauricio_dlr,liliatt, jaime_bassa , jaime_bassa se lleno
919,6231,Mauricio_dlr,ohsolemiooooo, jaime_bassa , jaime_bassa baate
919,29790,Mauricio_dlr,GustavoMella8, jaime_bassa , jaime_bassa miup
919,7649,Mauricio_dlr,marciaperez2016, jaime_bassa , jaime_bassa ahhh 
919,27628,Mauricio_dlr,betty_pily, jaime_bassa , jaime_bassa me est we 
919,13176,Mauricio_dlr,HPipestone, jaime_bassa , jaime_bassa weon toyero
919,20733,Mauricio_dlr,domingocd, jaime_bassa , jaime_bassa ya no flot 
920,30079,tecnomarce,CamusRoda, jaime_bassa el grupo est lleno , jaime_bassa el chanta bassa 
925,13162,palomasssssss,markov_29, jaime_bassa elmostrador, jaime_bassa enfermo 
931,7649,fernandos_cl,marciaperez2016, jaime_bassa se llen , jaime_bassa ahhh 
931,27718,fernandos_cl,pedrolicuime, jaime_bassa se llen , jaime_bassa vamos 
931,6215,fernandos_cl,EAlfonsoAM, jaime_bassa se llen , jaime_bassa sdw
931,27720,fernandos_cl,RMahaluf, jaime_bassa se llen , jaime_bassa miserable 
931,27724,fernandos_cl,diazpnati, jaime_bassa se llen , jaime_bassa seco 
931,27628,fernandos_cl,betty_pily, jaime_bassa se llen , jaime_bassa me est we 
931,27605,fernandos_cl,josfredes, jaime_bassa se llen , jaime_bassa mitmano
931,6231,fernandos_cl,ohsolemiooooo, jaime_bassa se llen , jaime_bassa baate
931,7639,fernandos_cl,liliatt, jaime_bassa se llen , jaime_bassa se lleno
931,13176,fernandos_cl,HPipestone, jaime_bassa se llen , jaime_bassa weon toyero
931,20733,fernandos_cl,domingocd, jaime_bassa se llen , jaime_bassa ya no flot 
931,30111,fernandos_cl,EdithMo00038132, jaime_bassa se llen , jaime_bassa bb jc3r
935,3602,CarlosRetamal,juan_andres_sup, jaime_bassa rechazoooo el mamarrachooo, jaime_bassa rechazo el mamarracho
940,17766,tarocampillay,chinoani, jaime_bassa dejen de aumentar zanganos hasta cuando, jaime_bassa dej de mentir
959,5063,bybleanstartup,canaito031, berfontaine rechazoelmamarracho, berfontaine rechazoelmamarrachocomunista
960,11401,iyutronic,Eduardo18735564,bien berfontaine,bien berfontaine 
960,11393,iyutronic,Ubuntu_somos_,bien berfontaine, berfontaine bien 
960,4876,iyutronic,PenaSyvia,bien berfontaine, berfontaine bien pdg
973,10562,Kiki72871002,IdeNatacha, gdominguez_ convencioncl rechazo, gdominguez_ convencioncl noneutrales rechazo
973,28229,Kiki72871002,elmosquitocl, gdominguez_ convencioncl rechazo, gdominguez_ convencioncl noneutrales rechazo 
973,1925,Kiki72871002,MarisolSepulved, gdominguez_ convencioncl rechazo, gdominguez_ convencioncl gracias
973,43149,Kiki72871002,Antonela3711, gdominguez_ convencioncl rechazo, gdominguez_ convencioncl noneutrales puros amigos y parientes 
973,43023,Kiki72871002,maurocoquimbo, gdominguez_ convencioncl rechazo, gdominguez_ convencioncl noneutrales bueno gaspar 
973,10544,Kiki72871002,rodrigopachecor, gdominguez_ convencioncl rechazo, gdominguez_ convencioncl noneutrales 
973,10553,Kiki72871002,MarinkaRiveros, gdominguez_ convencioncl rechazo, gdominguez_ convencioncl noneutrales rechazo rechazo
973,10555,Kiki72871002,Remero90871205, gdominguez_ convencioncl rechazo, gdominguez_ convencioncl noneutrales demente
973,3742,Kiki72871002,MarceloMoralesV, gdominguez_ convencioncl rechazo, gdominguez_ convencioncl cual agua 
991,999,PrefieroYo,MoiKano70, benitobaranda uchileradio visto rechazo , benitobaranda uchileradio rechazodesalida
991,1031,PrefieroYo,PatriotaPatito, benitobaranda uchileradio visto rechazo , benitobaranda uchileradio rechazo 
991,1029,PrefieroYo,Lulu777__, benitobaranda uchileradio visto rechazo , benitobaranda uchileradio rechazo rechazodesalida
993,1049,DelNebulosa,Ivonne72111531, benitobaranda uchileradio rechazoelmamarracho buenista de cartn , benitobaranda uchileradio rechazoelmamarracho
999,1029,MoiKano70,Lulu777__, benitobaranda uchileradio rechazodesalida, benitobaranda uchileradio rechazo rechazodesalida
999,1031,MoiKano70,PatriotaPatito, benitobaranda uchileradio rechazodesalida, benitobaranda uchileradio rechazo 
999,1038,MoiKano70,ciudadanobot, benitobaranda uchileradio rechazodesalida, benitobaranda uchileradio rechazodesalida2022
999,1049,MoiKano70,Ivonne72111531, benitobaranda uchileradio rechazodesalida, benitobaranda uchileradio rechazoelmamarracho
1007,20852,Serhuma28887060,ioranaa, benitobaranda uchileradio rechazocrece rechazodesalida2022, rechazocrece rechazodesalida2022
1029,1031,Lulu777__,PatriotaPatito, benitobaranda uchileradio rechazo rechazodesalida, benitobaranda uchileradio rechazo 
1029,1038,Lulu777__,ciudadanobot, benitobaranda uchileradio rechazo rechazodesalida, benitobaranda uchileradio rechazodesalida2022
1036,1041,pilarsalast,karinwinder, benitobaranda uchileradio rechazoelmamarracho rechazodesalida, benitobaranda uchileradio rechazoelmamarracho rechazodesalida2022
1036,1049,pilarsalast,Ivonne72111531, benitobaranda uchileradio rechazoelmamarracho rechazodesalida, benitobaranda uchileradio rechazoelmamarracho
1038,11499,ciudadanobot,glastroncarlson, benitobaranda uchileradio rechazodesalida2022, rechazodesalida2022 rechazodesalida
1038,1805,ciudadanobot,73Centinela, benitobaranda uchileradio rechazodesalida2022, rechazodesalida2022
1041,21609,karinwinder,careperro2_0, benitobaranda uchileradio rechazoelmamarracho rechazodesalida2022, rechazodesalida2022 rechazoelmamarracho
1041,36087,karinwinder,maroespartano, benitobaranda uchileradio rechazoelmamarracho rechazodesalida2022, rechazoelmamarracho rechazodesalida2022
1088,42589,Agalvezdesign,GestionOm, mdaza_abogado , mdaza_abogado solshra 
1088,13142,Agalvezdesign,CarmenG26147081, mdaza_abogado , mdaza_abogado
1088,1148,Agalvezdesign,cbc5901, mdaza_abogado , mdaza_abogado wena
1088,1149,Agalvezdesign,Mau_Plop, mdaza_abogado , mdaza_abogado y 
1088,42588,Agalvezdesign,BarrazaVitalia, mdaza_abogado , mdaza_abogado ridiculo
1099,1129,SouthernVOID,VivachileP, mdaza_abogado qu crmenes de lesa humanidad , mdaza_abogado ceimenes de lesa humanidad 
1148,13142,cbc5901,CarmenG26147081, mdaza_abogado wena, mdaza_abogado
1149,42588,Mau_Plop,BarrazaVitalia, mdaza_abogado y , mdaza_abogado ridiculo
1149,13142,Mau_Plop,CarmenG26147081, mdaza_abogado y , mdaza_abogado
1150,35803,Cristia41626668,BlasNilo1, mdaza_abogado jajajaja, mdaza_abogado jajaja wena daza 
1150,1151,Cristia41626668,RAM_ariete, mdaza_abogado jajajaja, mdaza_abogado jajajaja 
1151,35803,RAM_ariete,BlasNilo1, mdaza_abogado jajajaja , mdaza_abogado jajaja wena daza 
1165,38368,OfCatsMother,norasansur62, harryjurgensen mentiroso, sedanivi harryjurgensen mentiroso
1165,1822,OfCatsMother,Pandemi10235104, harryjurgensen mentiroso, harryjurgensen mentira
1168,14834,MckGarces2,Angelic50707701, harryjurgensen , harryjurgensen r t
1170,4866,CANDY86550184,jpbustamantev, ignacioachurra , ignacioachurra no
1170,15113,CANDY86550184,Eli_Cave_Canem, ignacioachurra , ignacioachurra ooooooooooooooooooooh 
1170,4874,CANDY86550184,neconstruye, ignacioachurra , ignacioachurra vago 
1170,45751,CANDY86550184,pedrobastidas, ignacioachurra , ignacioachurra sdw
